#{"t_start": 1772898691.778584, "env_id": "None"}
r,l,t
16.0,20,65.043595
20.0,20,65.069839
-1.0,11,65.083464
20.0,20,65.107837
16.0,20,65.132088
16.0,20,65.155391
8.0,20,65.179605
-10.963838,7,65.188673
-15.0,1,65.191625
20.0,20,65.214798
16.0,20,65.23921
20.0,20,65.265214
-9.0,5,65.272348
-10.0,2,65.275345
16.0,20,65.298444
20.0,20,65.322229
16.0,20,65.345602
18.0,20,65.370701
-1.0,11,65.385478
20.0,20,65.409276
6.0,20,65.431976
16.0,20,65.455759
16.0,20,65.480226
16.0,20,65.506276
20.0,20,65.529235
1.0,17,65.548552
16.0,20,65.571415
-6.0,6,65.582392
14.0,20,65.607327
14.0,20,65.630858
12.0,20,65.654271
-7.0,5,65.661723
20.0,20,65.68605
8.0,20,65.710788
-11.0,1,65.712865
20.0,20,65.73784
0.0,12,65.752599
-3.0,9,65.7644
16.0,20,65.791314
-15.0,1,65.795258
16.0,20,65.819895
16.0,20,65.843283
16.0,20,65.866863
-3.915116,14,65.884338
14.0,20,65.909486
12.0,20,65.932655
12.0,20,65.956167
16.0,20,65.981079
16.0,20,66.006723
-7.0,5,66.014955
16.0,20,66.038334
20.0,20,66.062841
16.0,20,66.086392
-7.0,5,66.094156
20.0,20,66.119861
-12.973626,1,66.123216
16.0,20,66.146903
16.0,20,66.170636
14.0,20,66.196087
8.0,20,66.222048
16.0,20,66.245934
-6.937162,7,66.255129
-4.0,8,66.266244
16.0,20,66.291688
-7.0,5,66.298638
14.0,20,66.326506
-1.0,15,66.345295
-3.0,9,66.357176
10.0,20,66.380522
20.0,20,66.404
-12.985497,1,66.407503
-8.0,10,66.422113
16.0,20,66.445933
16.0,20,66.468551
16.0,20,66.492334
2.0,14,66.50994
10.0,20,66.535723
12.0,20,66.559004
16.0,20,66.582867
20.0,20,66.607803
16.0,20,66.633883
-3.75206,14,66.651676
16.0,20,66.675017
20.0,20,66.699386
16.0,20,66.72411
14.0,20,66.749216
18.0,20,66.773245
-4.0,8,66.784307
16.0,20,66.807777
-10.0,2,66.810922
-7.0,5,66.81843
-11.0,1,66.821354
-9.0,11,66.836478
16.0,20,66.863067
16.0,20,66.886057
-9.0,3,66.891156
14.0,20,66.913875
14.0,20,66.939139
18.0,20,66.964329
-9.0,3,66.970389
-1.0,15,66.988244
16.0,20,67.012702
12.0,20,67.035772
18.0,20,67.063063
-5.0,7,67.072756
16.0,20,67.096224
16.0,20,67.119833
20.0,20,67.145797
-6.0,6,67.153338
6.0,20,67.178101
6.0,18,67.200011
20.0,20,67.224719
12.0,20,67.248113
14.0,20,67.274165
16.0,20,67.298015
20.0,20,67.322666
16.0,20,67.345915
-9.205076,6,67.355262
18.0,20,67.37985
14.0,20,67.404173
20.0,20,67.427903
18.0,20,67.451345
20.0,20,67.477106
14.0,20,67.502585
16.0,20,67.525921
16.0,20,67.550029
16.0,20,67.574727
14.0,20,67.59994
16.0,20,67.62265
-11.0,1,67.624764
-5.0,7,67.634422
18.0,20,67.65816
-8.0,4,67.663802
14.0,20,67.689483
14.0,20,67.713471
10.0,20,67.738664
-11.0,1,67.740814
-6.0,6,67.749133
16.0,20,67.772033
16.0,20,67.798711
16.0,20,67.822214
16.0,20,67.845175
20.0,20,67.896183
16.0,20,67.931744
-4.320749,9,67.943047
-4.0,8,67.952813
-9.0,15,67.971566
14.0,20,67.996496
14.0,20,68.021633
16.0,20,68.045783
2.0,18,68.067419
-10.0,2,68.072638
18.0,20,68.096911
12.0,20,68.122266
20.0,20,68.145876
16.0,20,68.17038
12.0,20,68.193955
14.0,20,68.219471
16.0,20,68.242586
-3.0,13,68.260231
-9.0,3,68.265144
20.0,20,68.289266
-8.0,4,68.294865
-5.458575,8,68.305033
20.0,20,68.330596
12.0,20,68.355019
20.0,20,68.378744
16.0,20,68.403836
4.0,16,68.424536
16.0,20,68.448811
16.0,20,68.472863
0.0,16,68.492639
-13.18983,2,68.495598
16.0,20,68.520023
16.0,20,68.545155
14.0,20,68.569551
16.0,20,68.592405
16.0,20,68.615743
0.503738,14,68.635715
16.0,20,68.660641
12.0,20,68.683688
-9.0,3,68.688461
-8.0,4,68.694179
-4.0,8,68.705263
-1.0,11,68.718846
16.0,20,68.744025
14.0,20,68.767967
1.0,15,68.787032
-2.0,12,68.801636
3.0,15,68.819491
-7.0,5,68.827453
3.0,15,68.847776
16.0,20,68.872207
16.0,20,68.89603
16.0,20,68.919336
-2.0,18,68.942388
14.0,20,68.967079
16.0,20,68.991939
-12.497337,2,68.995693
16.0,20,69.019705
-9.492029,4,69.025326
-6.0,6,69.032849
-6.0,10,69.047199
2.0,14,69.06525
20.0,20,69.08821
4.6659,18,69.109515
-11.0,1,69.111774
-4.0,8,69.123273
-7.0,5,69.129782
14.0,20,69.155304
20.0,20,69.179396
3.0,15,69.198897
4.0,16,69.218711
-5.0,7,69.228563
10.0,20,69.254191
-11.0,1,69.257383
-1.76814,16,69.277111
-12.35097,1,69.279315
4.0,16,69.298502
12.0,20,69.322771
18.0,20,69.346226
20.0,20,69.372223
16.0,20,69.396496
16.0,20,69.420803
14.0,20,69.445447
10.763544,20,69.470927
0.0,16,69.490058
16.0,20,69.514645
20.0,20,69.538686
-4.0,10,69.551207
20.0,20,69.576736
-15.0,1,69.580011
16.0,20,69.603669
-8.96517,5,69.610504
16.0,20,69.634416
20.0,20,69.659413
16.0,20,69.684894
-5.0,11,69.699036
2.0,14,69.716578
20.0,20,69.741332
-12.483128,1,69.743505
-2.0,10,69.755503
0.0,12,69.77017
3.0,15,69.791318
16.0,20,69.81459
2.73879,16,69.833893
14.478716,20,69.857796
-0.595228,13,69.876275
20.0,20,69.90164
6.0,18,69.923834
-12.42691,1,69.92597
-11.0,1,69.92891
16.0,20,69.952513
-12.97907,1,69.955563
16.0,20,69.980505
0.0,12,69.99664
14.0,20,70.020756
-8.0,4,70.026328
-6.0,6,70.034054
6.390746,20,70.059414
14.0,20,70.084091
-12.53325,1,70.086122
2.0,14,70.105445
-8.0,4,70.112362
-10.639615,4,70.117864
16.0,20,70.141558
-12.0,4,70.147219
-8.0,4,70.153534
-10.0,2,70.156621
-4.0,14,70.17316
-11.0,1,70.175309
-12.973596,1,70.177996
-3.478294,12,70.194179
-7.843503,6,70.203723
-10.0,2,70.206935
-8.40058,5,70.215241
-11.727791,2,70.218176
8.0,20,70.241765
-15.0,1,70.243886
12.0,20,70.268117
-8.0,4,70.27376
-4.0,12,70.287759
16.0,20,70.313972
-9.0,3,70.320246
-8.565997,7,70.329289
-3.532369,12,70.343966
8.0,20,70.367696
4.0,16,70.38847
-12.963246,1,70.391156
-9.0,7,70.403404
0.602799,16,70.424974
-9.0,3,70.431307
-2.0,10,70.44424
-5.0,7,70.456278
-4.382923,13,70.475633
14.0,20,70.506257
2.0,16,70.532629
16.0,20,70.563933
20.0,20,70.594676
-9.0,3,70.60344
10.0,20,70.637981
18.0,20,70.668455
-12.969995,1,70.671554
-3.0,9,70.687547
14.0,20,70.718497
20.0,20,70.750942
18.0,20,70.780958
14.0,20,70.812212
16.0,20,70.844058
14.0,20,70.875183
-10.286406,7,70.887634
-7.0,5,70.897701
18.0,20,70.93082
20.0,20,70.964204
20.0,20,70.991368
-2.0,12,71.007492
16.0,20,71.032149
5.0,19,71.056281
-3.0,11,71.069784
14.0,20,71.094605
16.0,20,71.11852
-11.718594,2,71.121699
14.0,20,71.147201
16.0,20,71.172453
20.0,20,71.196753
-5.0,7,71.206281
20.0,20,71.229419
14.0,20,71.255506
16.0,20,71.281672
16.0,20,71.307116
18.0,20,71.331056
14.0,20,71.357272
-3.0,11,71.371442
-11.0,5,71.377817
16.0,20,71.401901
16.0,20,71.426899
16.0,20,71.452389
16.0,20,71.477939
20.0,20,71.501928
-8.0,4,71.508605
-9.0,3,71.513456
-6.0,8,71.523048
-7.0,9,71.534611
16.0,20,71.560286
16.0,20,71.584345
3.0,17,71.604339
16.0,20,71.627936
16.0,20,71.65454
-5.752326,10,71.668541
-7.0,5,71.675477
20.0,20,71.699763
16.0,20,71.724579
20.0,20,71.748526
-4.0,8,71.760409
16.0,20,71.785547
16.0,20,71.809996
16.0,20,71.833513
14.0,20,71.856467
20.0,20,71.882552
16.0,20,71.90663
16.0,20,71.930096
14.0,20,71.953733
4.0,20,71.979196
-9.0,3,71.985461
16.0,20,72.008969
20.0,20,72.032709
10.0,20,72.056495
14.0,20,72.084153
-8.0,4,72.090043
18.0,20,72.114275
-8.0,4,72.119984
-13.0,7,72.130232
12.0,20,72.154343
20.0,20,72.180401
20.0,20,72.205743
20.0,20,72.230339
16.0,20,72.253855
16.0,20,72.277435
-10.0,6,72.286075
18.0,20,72.313016
16.0,20,72.336532
12.0,20,72.360875
16.0,20,72.386335
-10.0,2,72.391443
16.0,20,72.416327
16.0,20,72.43976
-5.0,7,72.448137
-5.977967,12,72.463837
-6.0,6,72.472187
16.0,20,72.497491
-10.0,2,72.500959
16.0,20,72.525897
-6.0,10,72.539276
-9.0,3,72.544055
-11.0,1,72.546271
-13.652367,2,72.550132
16.0,20,72.573498
14.0,20,72.598828
16.0,20,72.623494
14.0,20,72.648606
14.0,20,72.67247
12.0,20,72.697494
12.0,20,72.722155
16.0,20,72.747238
-8.0,4,72.752993
8.0,20,72.776227
10.0,20,72.800647
20.0,20,72.827348
16.0,20,72.850798
2.0,14,72.868627
-5.0,7,72.878178
16.0,20,72.904409
6.0,20,72.929513
-3.0,9,72.940465
-18.9655,5,72.946707
20.0,20,72.971438
-15.0,1,72.973574
20.0,20,72.997353
-1.0,15,73.018309
20.0,20,73.04447
16.0,20,73.068352
-11.0,5,73.074712
16.0,20,73.097866
-1.0,11,73.113215
14.0,20,73.138043
-7.0,5,73.145413
4.0,16,73.16503
4.0,18,73.187945
12.0,20,73.211299
14.0,20,73.238382
16.0,20,73.263144
20.0,20,73.288186
1.0,19,73.310691
14.0,20,73.336199
14.0,20,73.359786
20.0,20,73.385645
14.0,20,73.409269
-13.0,7,73.417706
16.0,20,73.446063
14.0,20,73.474869
20.0,20,73.50294
16.0,20,73.52762
3.0,15,73.548348
-6.894818,8,73.560213
-11.546594,2,73.564017
-5.0,7,73.572391
18.0,20,73.596453
-12.396363,1,73.600177
20.0,20,73.623098
-2.0,14,73.640475
18.0,20,73.664404
16.0,20,73.689005
-0.91049,13,73.704175
-11.0,1,73.706917
16.0,20,73.731517
16.0,20,73.758388
12.0,20,73.781452
18.0,20,73.805266
14.0,20,73.829456
-12.983316,1,73.832983
-11.0,1,73.83511
16.0,20,73.86099
-6.0,8,73.871017
3.0,15,73.890094
14.0,20,73.913915
7.0,19,73.937088
-8.0,4,73.942737
14.0,20,73.970008
20.0,20,73.993279
20.0,20,74.017303
-10.0,4,74.022838
16.0,20,74.047917
-11.0,1,74.051002
-7.0,9,74.062489
-12.0,4,74.068664
16.0,20,74.093398
14.0,20,74.116925
20.0,20,74.140461
20.0,20,74.166069
-1.37108,18,74.188924
14.0,20,74.212729
-12.974405,1,74.214987
-11.0,1,74.217319
20.0,20,74.241102
16.0,20,74.265922
16.0,20,74.292362
16.0,20,74.316853
18.0,20,74.34233
18.0,20,74.365768
0.0,12,74.381864
-4.0,18,74.404005
-4.0,8,74.415419
-11.0,3,74.419397
20.0,20,74.442879
-11.0,1,74.445892
16.0,20,74.471671
20.0,20,74.497697
-3.0,11,74.51067
12.0,20,74.534077
16.0,20,74.559149
10.0,20,74.58383
20.0,20,74.639427
20.0,20,74.664097
18.0,20,74.69001
2.0,14,74.708438
-1.0,11,74.723256
8.0,20,74.747253
18.0,20,74.772589
12.0,20,74.79796
14.0,20,74.821814
12.0,20,74.846165
14.0,20,74.871025
16.0,20,74.896356
16.0,20,74.920166
16.0,20,74.943824
20.0,20,74.968069
-12.985071,1,74.970344
20.0,20,74.995861
18.0,20,75.019601
10.0,20,75.044813
20.0,20,75.069127
16.0,20,75.094093
-11.0,1,75.096335
16.0,20,75.121581
18.0,20,75.145189
-6.0,6,75.153427
-10.0,2,75.156447
14.0,20,75.181092
-10.0,4,75.18659
1.159398,19,75.210992
20.0,20,75.235143
12.0,20,75.260712
20.0,20,75.285143
-10.0,6,75.292751
12.0,20,75.318036
8.0,20,75.342786
20.0,20,75.368114
20.0,20,75.39255
16.0,20,75.417363
4.0,20,75.443006
16.0,20,75.466476
-13.163722,2,75.47041
20.0,20,75.493523
20.0,20,75.519338
14.0,20,75.5435
-11.0,1,75.545817
20.0,20,75.569508
-12.609586,1,75.572712
-9.0,3,75.577253
0.0,16,75.595891
-9.0,3,75.600369
16.0,20,75.626105
14.0,20,75.650365
-12.925665,1,75.652532
20.0,20,75.676332
16.0,20,75.701136
20.0,20,75.72622
14.0,20,75.751523
20.0,20,75.775816
-10.0,2,75.780775
12.0,20,75.80363
-10.0,6,75.811111
-10.890031,3,75.815896
16.0,20,75.843023
-3.0,9,75.854022
-4.0,8,75.864682
20.0,20,75.888112
-8.0,8,75.89949
16.0,20,75.922945
14.0,20,75.949001
-11.0,1,75.951288
18.0,20,75.976277
16.0,20,75.99999
16.0,20,76.024026
20.0,20,76.050041
16.0,20,76.075393
16.0,20,76.099126
-7.210116,6,76.107814
-12.573411,5,76.114453
16.0,20,76.140184
-12.987535,1,76.142432
20.0,20,76.167404
-11.0,1,76.170369
14.0,20,76.195152
18.0,20,76.218902
18.0,20,76.244187
-11.748806,2,76.247267
16.0,20,76.27482
-9.0,3,76.279604
16.0,20,76.304111
18.0,20,76.328168
-1.0,13,76.346028
16.0,20,76.370733
-9.0,3,76.375749
0.165226,14,76.392621
-9.0,7,76.402785
14.0,20,76.428151
16.0,20,76.453446
20.0,20,76.477999
20.0,20,76.50283
20.0,20,76.526485
18.0,20,76.550109
14.0,20,76.576016
-10.935489,3,76.582023
16.0,20,76.606275
12.0,20,76.630336
-12.920229,1,76.632569
16.0,20,76.65706
14.0,20,76.682578
-10.0,2,76.686702
16.0,20,76.710369
16.0,20,76.734823
12.0,20,76.758079
18.0,20,76.784226
16.0,20,76.807934
18.0,20,76.83328
16.0,20,76.856711
16.0,20,76.882416
-6.0,10,76.894918
20.0,20,76.919004
-7.758298,6,76.927556
18.0,20,76.951244
18.0,20,76.976596
12.0,20,77.002749
-11.656558,2,77.005816
16.0,20,77.029124
0.0,18,77.051191
-11.978944,2,77.055513
-4.0,8,77.065955
20.0,20,77.092594
16.0,20,77.117683
16.0,20,77.143168
-2.0,12,77.157522
20.0,20,77.181128
-5.197967,12,77.198069
16.0,20,77.223617
16.0,20,77.247161
-11.0,11,77.260554
18.0,20,77.28609
16.0,20,77.311349
16.0,20,77.335762
16.0,20,77.359718
14.0,20,77.383218
8.0,20,77.409758
-12.0,10,77.42198
16.0,20,77.445272
16.0,20,77.47087
1.0,17,77.494974
10.0,20,77.520485
12.0,20,77.543865
12.0,20,77.56758
-2.0,16,77.587626
12.0,20,77.613301
-6.0,6,77.621369
16.0,20,77.645244
2.0,18,77.668262
16.0,20,77.691571
-9.0,3,77.69543
6.0,18,77.719833
14.0,20,77.745173
-2.0,14,77.76204
20.0,20,77.786115
14.0,20,77.810806
20.0,20,77.836723
12.0,20,77.86006
-5.0,7,77.869736
-9.0,3,77.874671
16.0,20,77.899222
14.0,20,77.924214
12.0,20,77.949206
16.0,20,77.973406
12.0,20,77.998177
-11.892477,2,78.001033
16.0,20,78.025281
0.294134,18,78.048474
16.0,20,78.073984
16.0,20,78.097546
16.0,20,78.120806
14.0,20,78.145765
16.0,20,78.171425
-11.0,5,78.178131
14.0,20,78.201713
20.0,20,78.225727
16.0,20,78.252742
12.0,20,78.276472
16.0,20,78.300846
-1.0,15,78.319138
-12.932467,1,78.322453
-14.0,2,78.326068
-5.0,9,78.337838
14.0,20,78.362871
1.0,13,78.379241
16.0,20,78.403366
0.0,18,78.424319
4.0,20,78.449142
12.0,20,78.475051
1.646332,17,78.495164
-13.0,3,78.500035
-11.861372,2,78.503504
-6.0,6,78.512925
-10.0,2,78.515881
10.0,20,78.539978
12.0,20,78.566961
-9.0,3,78.572969
16.0,20,78.597318
16.0,20,78.621449
2.0,18,78.642225
12.0,20,78.668671
-15.0,1,78.671732
16.0,20,78.695917
-6.0,6,78.703649
8.0,20,78.729425
20.0,20,78.753172
14.0,20,78.778477
-4.0,12,78.793123
-11.0,3,78.799146
16.0,20,78.822896
12.0,20,78.847036
-10.849586,3,78.851772
8.0,20,78.877738
16.0,20,78.901598
16.0,20,78.925041
12.0,20,78.949449
16.0,20,78.976093
16.0,20,79.0018
16.0,20,79.025825
-10.856711,3,79.029796
20.0,20,79.05464
16.0,20,79.079611
14.0,20,79.104984
20.0,20,79.128529
16.0,20,79.153933
1.0,17,79.174873
18.0,20,79.200749
16.0,20,79.225
14.0,20,79.249585
20.0,20,79.273608
-12.817295,1,79.275798
20.0,20,79.301836
16.0,20,79.326319
-10.0,2,79.329602
14.0,20,79.352795
20.0,20,79.376708
14.0,20,79.402737
14.0,20,79.426649
20.0,20,79.450428
16.0,20,79.475357
20.0,20,79.501662
8.0,20,79.526086
-9.858613,8,79.536499
-15.0,1,79.539506
14.0,20,79.563585
16.0,20,79.587428
-9.0,7,79.597702
18.0,20,79.623687
-8.0,8,79.635102
20.0,20,79.659364
20.0,20,79.68324
16.0,20,79.707392
8.0,20,79.733633
-9.0,9,79.745537
14.0,20,79.769034
16.0,20,79.792548
16.0,20,79.81929
16.0,20,79.843138
16.0,20,79.866698
16.0,20,79.890881
-8.0,4,79.897709
14.0,20,79.923504
-4.614898,17,79.944111
-5.0,7,79.953504
16.0,20,79.977919
-9.0,3,79.982012
12.0,20,80.005281
-2.0,10,80.020184
12.0,20,80.046307
3.0,15,80.064756
16.0,20,80.088086
12.0,20,80.111514
14.0,20,80.138294
20.0,20,80.16235
16.0,20,80.186465
18.0,20,80.209755
0.0,12,80.226736
16.0,20,80.252176
-10.0,2,80.25537
16.0,20,80.278778
12.0,20,80.303613
16.0,20,80.326837
1.0,17,80.349257
16.0,20,80.373419
20.0,20,80.397902
16.0,20,80.421512
20.0,20,80.446885
16.0,20,80.471424
-9.0,3,80.47739
18.0,20,80.501055
16.0,20,80.548202
-10.0,6,80.565122
20.0,20,80.592371
12.0,20,80.616048
12.0,20,80.639931
-1.0,11,80.653664
16.0,20,80.679983
-10.574774,3,80.684808
-9.0,7,80.694489
14.0,20,80.717302
12.0,20,80.742441
1.0,17,80.763404
16.0,20,80.787885
18.0,20,80.81173
16.0,20,80.836101
16.0,20,80.860576
14.0,20,80.885359
20.0,20,80.909162
14.0,20,80.934016
3.0,17,80.953782
-11.0,1,80.95679
14.0,20,80.982908
20.0,20,81.008036
4.148711,18,81.029512
-12.982175,1,81.031544
-6.0,6,81.039755
-11.899247,2,81.043752
16.0,20,81.069177
14.0,20,81.093683
20.0,20,81.117507
16.0,20,81.143201
-15.0,1,81.146307
18.0,20,81.170028
7.0,19,81.193344
1.247871,19,81.217332
12.0,20,81.24197
18.0,20,81.266202
12.0,20,81.293288
20.0,20,81.31912
1.0,15,81.337664
-11.0,9,81.349086
-10.0,2,81.353163
16.0,20,81.378796
-10.0,2,81.381724
12.0,20,81.406309
16.0,20,81.430236
16.0,20,81.455638
-13.425663,4,81.461474
16.0,20,81.487132
-5.702482,20,81.511731
14.0,20,81.536552
16.0,20,81.559674
20.0,20,81.584457
-3.0,13,81.600907
-12.989388,1,81.605143
14.0,20,81.627881
14.0,20,81.651576
12.0,20,81.675821
14.0,20,81.702502
0.0,12,81.717483
-7.0,5,81.724545
12.0,20,81.748838
-12.972186,1,81.752058
14.0,20,81.77541
10.0,20,81.801118
14.0,20,81.825742
-10.0,6,81.835331
16.0,20,81.858238
16.0,20,81.881826
16.0,20,81.906909
-11.0,1,81.910311
1.0,17,81.931047
16.0,20,81.954152
2.0,18,81.976092
-10.0,2,81.980406
12.0,20,82.005412
14.0,20,82.030466
10.0,20,82.053371
-11.977763,2,82.058225
-4.0,8,82.068296
1.0,13,82.083676
16.0,20,82.108656
6.0,20,82.134482
-10.668063,3,82.139473
20.0,20,82.162571
14.0,20,82.18612
1.0,17,82.206957
2.0,14,82.225966
-6.91132,13,82.243302
-9.461571,4,82.248801
20.0,20,82.27304
16.0,20,82.296582
0.0,16,82.316819
14.0,20,82.342251
20.0,20,82.368959
16.0,20,82.394152
16.0,20,82.418803
16.0,20,82.446746
8.0,20,82.481104
8.0,20,82.505377
-7.0,5,82.511975
16.0,20,82.537477
14.0,20,82.562973
-11.0,1,82.565018
14.0,20,82.588741
14.0,20,82.612947
18.0,20,82.639473
-1.0,15,82.659988
20.0,20,82.684021
14.0,20,82.707981
16.0,20,82.732866
18.0,20,82.758102
14.0,20,82.783095
12.0,20,82.80614
12.0,20,82.830809
-12.970847,5,82.837325
-4.0,14,82.856767
16.0,20,82.881106
-7.817881,6,82.889696
-11.0,1,82.8918
-12.780031,1,82.894679
14.0,20,82.918398
20.0,20,82.942536
16.0,20,82.968274
14.0,20,82.992755
16.0,20,83.016447
-8.899475,5,83.024367
14.0,20,83.048649
-8.0,4,83.054743
20.0,20,83.080112
16.0,20,83.104664
-12.990698,1,83.106766
-6.0,10,83.118996
14.0,20,83.142597
-15.0,1,83.146006
16.0,20,83.172329
-2.0,14,83.189211
10.0,20,83.212806
12.0,20,83.237491
16.0,20,83.262344
-10.0,2,83.26666
16.0,20,83.291303
16.0,20,83.315629
12.0,20,83.338355
-4.0,10,83.350749
20.0,20,83.375688
20.0,20,83.399903
16.0,20,83.423737
12.0,20,83.447321
-2.0,12,83.463457
-5.0,7,83.474585
16.0,20,83.499304
10.0,20,83.523064
2.0,18,83.544542
20.0,20,83.572473
20.0,20,83.596321
16.0,20,83.619541
-15.0,1,83.621708
-12.960644,1,83.625053
16.0,20,83.648875
8.0,20,83.673498
20.0,20,83.698521
2.0,18,83.721563
-0.955523,17,83.741798
18.0,20,83.765022
-6.0,10,83.778317
14.0,20,83.803579
16.0,20,83.827072
12.0,20,83.851832
16.0,20,83.875147
16.0,20,83.903551
-1.0,15,83.921751
-12.789909,1,83.923782
12.753909,20,83.947469
-2.0,10,83.961485
16.0,20,83.985083
20.0,20,84.01181
14.0,20,84.035412
18.0,20,84.060731
-5.0,15,84.078209
14.0,20,84.103952
12.0,20,84.128193
20.0,20,84.152451
14.0,20,84.17598
12.0,20,84.200514
20.0,20,84.225609
-9.0,3,84.230708
16.0,20,84.254287
16.0,20,84.27775
10.0,20,84.302359
-8.0,4,84.309409
16.0,20,84.334029
-11.0,1,84.337078
12.0,20,84.359759
16.0,20,84.383993
-6.0,12,84.398702
18.0,20,84.423612
-3.0,11,84.437431
20.0,20,84.462537
16.0,20,84.486304
-1.0,15,84.504855
16.0,20,84.531386
-11.0,5,84.53911
12.0,20,84.562634
14.0,20,84.587046
-7.0,9,84.598655
20.0,20,84.62466
16.0,20,84.648827
-10.0,2,84.651967
-6.0,6,84.660325
14.0,20,84.685298
-11.82536,2,84.688524
3.0,15,84.706588
0.0,12,84.722971
-9.0,3,84.729235
16.0,20,84.753721
-5.0,11,84.767176
-10.0,2,84.771087
-9.0,3,84.776733
-6.0,6,84.784036
20.0,20,84.807372
-7.0,7,84.816997
-10.0,2,84.822016
0.0,20,84.846471
14.0,20,84.870657
20.0,20,84.894896
-6.0,6,84.904152
4.414779,18,84.92586
-8.514367,5,84.935047
16.0,20,84.95968
5.0,17,84.981082
12.0,20,85.00425
20.0,20,85.027469
12.0,20,85.053742
-5.0,7,85.064248
1.0,17,85.084351
12.0,20,85.107824
-12.971721,1,85.109884
20.0,20,85.136678
16.0,20,85.161619
16.0,20,85.185568
2.0,16,85.204701
0.0,14,85.222865
16.0,20,85.247948
5.796503,19,85.270702
-5.314686,8,85.280795
16.0,20,85.305246
-11.0,5,85.312639
16.0,20,85.336193
-9.0,3,85.33987
-10.0,2,85.346015
1.0,13,85.362646
-6.0,6,85.371696
-7.202909,6,85.37939
20.0,20,85.402979
16.0,20,85.427042
-12.22218,1,85.429131
-7.422767,6,85.43672
14.0,20,85.462879
-6.0,6,85.470703
-11.0,1,85.473633
-1.0,11,85.486285
-11.0,1,85.489819
18.43041,20,85.513786
2.0,14,85.530535
16.0,20,85.553441
-12.2395,1,85.558186
-12.899475,1,85.561081
20.0,20,85.585709
-6.0,10,85.59797
16.0,20,85.621918
-9.0,3,85.626574
18.0,20,85.65117
10.0,20,85.677039
-6.0,6,85.685799
14.0,20,85.708921
20.0,20,85.73258
16.0,20,85.75637
20.0,20,85.783479
16.0,20,85.807871
14.0,20,85.831263
-7.0,5,85.838772
16.0,20,85.863689
-5.0,7,85.873582
16.0,20,85.899225
18.0,20,85.923215
14.0,20,85.94827
-4.0,8,85.958854
20.0,20,85.985683
-4.0,8,85.99664
14.0,20,86.021264
-3.0,9,86.033123
16.0,20,86.055723
18.0,20,86.080662
-8.0,4,86.087546
20.0,20,86.112175
16.0,20,86.135759
16.0,20,86.159515
16.0,20,86.185514
18.0,20,86.210756
20.0,20,86.234958
2.0,14,86.251803
1.0,17,86.273324
-12.892581,1,86.276467
16.0,20,86.303508
16.0,20,86.328454
16.0,20,86.352864
-2.913001,13,86.368288
-3.0,13,86.384026
16.0,20,86.410409
20.0,20,86.439052
16.0,20,86.465482
-4.0,8,86.475912
-13.050083,2,86.48018
0.235507,18,86.508672
-10.43048,3,86.513896
-10.0,2,86.516749
12.0,20,86.54154
18.0,20,86.598058
16.0,20,86.62479
20.0,20,86.648175
20.0,20,86.671923
18.0,20,86.697419
0.0,12,86.713166
14.0,20,86.737966
18.0,20,86.761773
-3.0,11,86.776259
20.0,20,86.80029
8.0,20,86.826524
20.0,20,86.850181
16.0,20,86.874786
12.0,20,86.898861
1.0,13,86.915688
-5.0,7,86.925779
1.0,13,86.94291
10.0,20,86.96641
-1.0,11,86.980293
0.583924,16,86.999063
-3.0,9,87.011755
16.0,20,87.038647
16.0,20,87.063123
-9.0,3,87.068569
20.0,20,87.092994
-10.0,2,87.097014
14.0,20,87.122002
16.0,20,87.147705
20.0,20,87.17266
20.0,20,87.195547
14.0,20,87.218156
14.0,20,87.243986
14.0,20,87.269435
12.0,20,87.293108
20.0,20,87.316807
20.0,20,87.341882
6.0,18,87.36487
20.0,20,87.388653
6.0,18,87.41054
-10.0,6,87.41822
-6.0,6,87.428011
1.0,13,87.445566
16.0,20,87.469364
14.0,20,87.492706
-12.51691,1,87.49605
-3.0,13,87.51176
3.0,15,87.529511
-5.957158,8,87.539534
20.0,20,87.565885
20.0,20,87.589731
16.0,20,87.613407
20.0,20,87.636351
20.0,20,87.663273
-6.0,10,87.676487
-7.0,5,87.683194
-11.0,5,87.690249
20.0,20,87.714894
-6.651607,7,87.724431
10.0,20,87.748017
-12.881403,1,87.75009
16.0,20,87.776481
12.0,20,87.801276
-2.280981,11,87.814974
16.0,20,87.838855
16.0,20,87.864622
-8.0,4,87.870932
20.0,20,87.894901
-9.092642,16,87.914916
-12.865941,1,87.918333
10.0,20,87.941432
2.0,14,87.958382
-8.0,4,87.964982
1.0,13,87.981978
-12.982075,1,87.984163
20.0,20,88.00833
16.0,20,88.03187
-3.0,9,88.043475
-14.76539,3,88.04812
20.0,20,88.073408
8.0,20,88.098296
18.0,20,88.124119
3.0,15,88.141538
0.0,14,88.158094
-11.0,1,88.161076
-10.0,2,88.166078
20.0,20,88.191419
-7.0,5,88.198032
7.0,19,88.220604
12.0,20,88.245586
-8.0,4,88.251536
-8.0,14,88.268557
20.0,20,88.294107
14.0,20,88.319373
16.0,20,88.342975
16.0,20,88.3664
16.0,20,88.391262
14.0,20,88.415814
-7.0,5,88.422243
1.0,15,88.440108
20.0,20,88.463684
18.0,20,88.490519
-10.0,6,88.498024
16.0,20,88.522171
8.0,20,88.545753
20.0,20,88.571121
16.0,20,88.59635
18.0,20,88.620651
-4.0,8,88.630759
